conv_id,original_labels,top_3_emotions_responses,top_1_emotion_responses,position_of_original_label
hit:7134_conv:14269,devastated,"['hopeful', 'sympathetic', 'encouraging']",hopeful,
hit:8009_conv:16019,devastated,"['angry', 'sad', 'frustrated']",angry,
hit:4238_conv:8477,disgusted,"['disgusted', 'terrified', 'sad']",disgusted,1.0
hit:4955_conv:9911,confident,"['disappointed', 'proud', 'hopeful']",disappointed,
hit:5839_conv:11678,ashamed,"['sad', 'devastated', 'disappointed']",sad,
hit:5855_conv:11711,anticipating,"['excited', ' proud', ' hopeful']",excited,
hit:6349_conv:12699,surprised,"['excited', ' grateful', ' surprised']",excited,3.0
hit:30_conv:61,anxious,"['frustrated', 'sad', 'disappointed']",frustrated,
hit:3311_conv:6623,furious,"['angry', 'disappointed', 'sad']",angry,
hit:5876_conv:11752,disgusted,"['disgusted', ' surprised', ' annoyed']",disgusted,1.0
hit:7168_conv:14337,ashamed,"['ashamed', ' guilty', ' relieved']",ashamed,1.0
hit:8700_conv:17401,impressed,"['impressed', 'grateful', 'surprised']",impressed,1.0
hit:2956_conv:5913,anticipating,"['excited', 'hopeful', 'annoyed']",excited,
hit:4631_conv:9263,trusting,"['grateful', ' relieved', ' content']",grateful,
hit:5876_conv:11752,disgusted,"['disgusted', 'annoyed', 'surprised']",disgusted,1.0
hit:6307_conv:12615,prepared,"['hopeful', ' confident', ' excited']",hopeful,
hit:8311_conv:16622,jealous,"['jealous', ' annoyed', ' envious']",jealous,1.0
hit:10746_conv:21493,caring,"['excited', ' proud', ' grateful']",excited,
hit:4006_conv:8012,disgusted,"['embarrassed', ' annoyed', ' disappointed']",embarrassed,
hit:4639_conv:9279,jealous,"['jealous', ' disappointed', ' regretful']",jealous,1.0
hit:5941_conv:11882,lonely,"['homesick', ' lonely', ' nostalgic']",homesick,2.0
hit:8311_conv:16622,jealous,"['excited', ' anticipating', ' hopeful']",excited,
hit:1698_conv:3396,caring,"['content', ' joyful', ' grateful']",content,
hit:1906_conv:3812,jealous,"['angry', 'annoyed', 'frustrated']",angry,
hit:6121_conv:12243,terrified,"['afraid', 'surprised', 'anxious']",afraid,
hit:6261_conv:12522,surprised,"['surprised', 'excited', 'grateful']",surprised,1.0
hit:7587_conv:15175,lonely,"['sad', 'lonely', 'disappointed']",sad,2.0
hit:11877_conv:23755,jealous,"['angry', 'envious', 'grateful']",angry,
hit:1906_conv:3812,jealous,"['jealous', ' disappointed', ' hopeful']",jealous,1.0
hit:4308_conv:8616,nostalgic,"['nostalgic', ' hopeful', ' content']",nostalgic,1.0
hit:5098_conv:10196,guilty,"['ashamed', ' guilty', ' desperate']",ashamed,2.0
hit:8240_conv:16481,terrified,"['terrified', 'anxious', 'relieved']",terrified,1.0
hit:1002_conv:2004,surprised,"['grateful', ' hopeful', ' content']",grateful,
hit:11607_conv:23214,afraid,"['anxious', ' relieved', ' embarrassed']",anxious,
hit:2711_conv:5422,confident,"['proud', ' impressed', ' envious']",proud,
hit:292_conv:584,disgusted,"['nostalgic', ' disappointed', ' surprised']",nostalgic,
hit:7511_conv:15022,angry,"['annoyed', 'frustrated', 'hopeful']",annoyed,
hit:292_conv:584,disgusted,"['disappointed', ' proud', ' hopeful']",disappointed,
hit:410_conv:820,surprised,"['excited', 'happy', 'surprised']",excited,3.0
hit:8432_conv:16865,annoyed,"['annoyed', ' disgusted', ' relieved']",annoyed,1.0
hit:9793_conv:19586,impressed,"['impressed', ' excited', ' hopeful']",impressed,1.0
hit:1005_conv:2010,apprehensive,"['excited', ' hopeful', ' grateful']",excited,
hit:3055_conv:6110,grateful,"['excited', 'grateful', 'content']",excited,2.0
hit:314_conv:629,proud,"['proud', 'excited', 'impressed']",proud,1.0
hit:5760_conv:11520,angry,"['angry', 'annoyed', 'surprised']",angry,1.0
hit:7281_conv:14562,proud,"['proud', 'confident', 'happy']",proud,1.0
hit:12372_conv:24745,caring,"['proud', 'sad', 'grateful']",proud,
hit:2519_conv:5039,content,"['content', 'hopeful', 'satisfied']",content,1.0
hit:3548_conv:7097,impressed,"['surprised', 'excited', 'impressed']",surprised,3.0
hit:5760_conv:11520,angry,"['angry', 'annoyed', 'embarrassed']",angry,1.0
hit:6676_conv:13352,impressed,"['proud', ' hopeful', ' joyful']",proud,
hit:2393_conv:4786,excited,"['nostalgic', ' excited', ' hopeful']",nostalgic,2.0
hit:2949_conv:5898,disgusted,"['disgusted', ' surprised', ' annoyed']",disgusted,1.0
hit:5355_conv:10710,surprised,"['excited', ' hopeful', ' curious']",excited,
hit:5784_conv:11569,grateful,"['grateful', ' content', ' joyful']",grateful,1.0
hit:6676_conv:13352,impressed,"['hopeful', ' nostalgic', ' encouraging']",hopeful,
hit:2393_conv:4786,excited,"['concerned', ' surprised', ' curious']",concerned,
hit:3267_conv:6535,annoyed,"['annoyed', ' hopeful', ' content']",annoyed,1.0
hit:3584_conv:7168,jealous,"['disappointed', 'hopeful', 'grateful']",disappointed,
hit:5847_conv:11694,excited,"['excited', ' hopeful', ' grateful']",excited,1.0
hit:10242_conv:20484,embarrassed,"['embarrassed', ' amused', ' awkward']",embarrassed,1.0
hit:2666_conv:5333,lonely,"['sad', ' disappointed', ' hopeful']",sad,
hit:3942_conv:7885,guilty,"['amused', ' content', ' proud']",amused,
hit:5225_conv:10450,hopeful,"['annoyed', ' hopeful', ' content']",annoyed,2.0
hit:7370_conv:14741,afraid,"['surprised', ' proud', ' amused']",surprised,
hit:11299_conv:22598,content,"['hopeful', ' content', ' grateful']",hopeful,2.0
hit:11826_conv:23652,excited,"['excited', 'hopeful', 'joyful']",excited,1.0
hit:3821_conv:7642,joyful,"['proud', 'happy', 'content']",proud,
hit:3942_conv:7885,guilty,"['grateful', ' joyful', ' proud']",grateful,
hit:951_conv:1902,caring,"['proud', 'afraid', 'caring']",proud,3.0
hit:10210_conv:20420,lonely,"['sad', ' hopeful', ' anxious']",sad,
hit:11299_conv:22598,content,"['grateful', ' hopeful', ' content']",grateful,3.0
hit:1518_conv:3037,proud,"['hopeful', ' patient', ' nostalgic']",hopeful,
hit:4631_conv:9262,disappointed,"['angry', 'disappointed', 'surprised']",angry,2.0
hit:6989_conv:13978,disappointed,"['disappointed', 'content', 'hopeful']",disappointed,1.0
hit:9319_conv:18638,disgusted,"['annoyed', 'disgusted', 'afraid']",annoyed,2.0
hit:11934_conv:23868,apprehensive,"['annoyed', 'angry', 'surprised']",annoyed,
hit:1518_conv:3037,proud,"['annoyed', ' proud', ' joking']",annoyed,2.0
hit:5396_conv:10792,surprised,"['proud', 'excited', 'hopeful']",proud,
hit:6496_conv:12992,disgusted,"['disgusted', 'terrified', 'confused']",disgusted,1.0
hit:9187_conv:18375,hopeful,"['excited', 'annoyed', 'embarrassed']",excited,
hit:2555_conv:5111,impressed,"['excited', 'hopeful', 'content']",excited,
hit:3252_conv:6504,afraid,"['worried', 'stressed', 'anxious']",worried,
hit:5084_conv:10169,terrified,"['anxious', ' worried', ' apprehensive']",anxious,
hit:5744_conv:11489,embarrassed,"['embarrassed', ' ashamed', ' surprised']",embarrassed,1.0
hit:6496_conv:12992,disgusted,"['concerned', ' hopeful', ' sympathetic']",concerned,
hit:7762_conv:15524,confident,"['confident', ' hopeful', ' proud']",confident,1.0
hit:11258_conv:22517,hopeful,"['hopeful', ' content', ' grateful']",hopeful,1.0
hit:2631_conv:5263,devastated,"['excited', ' hopeful', ' grateful']",excited,
hit:3585_conv:7170,embarrassed,"['embarrassed', 'relieved', 'surprised']",embarrassed,1.0
hit:5084_conv:10169,terrified,"['concerned', ' anxious', ' sympathetic']",concerned,
hit:8109_conv:16219,terrified,"['afraid', 'surprised', 'anxious']",afraid,
hit:10760_conv:21520,excited,"['excited', ' hopeful', ' proud']",excited,1.0
hit:1483_conv:2966,trusting,"['embarrassed', ' ashamed', ' trusting']",embarrassed,3.0
hit:2631_conv:5263,devastated,"['surprised', 'concerned', 'sympathetic']",surprised,
hit:6537_conv:13074,annoyed,"['frustrated', 'conflicted', 'worried']",frustrated,
hit:9040_conv:18081,jealous,"['jealous', ' excited', ' hopeful']",jealous,1.0
hit:1483_conv:2966,trusting,"['sad', ' apologetic', ' empathetic']",sad,
hit:2144_conv:4288,surprised,"['surprised', ' grateful', ' curious']",surprised,1.0
hit:3441_conv:6882,embarrassed,"['embarrassed', ' confused', ' curious']",embarrassed,1.0
hit:3477_conv:6955,hopeful,"['excited', 'hopeful', 'content']",excited,2.0
hit:3858_conv:7716,lonely,"['lonely', 'sad', 'annoyed']",lonely,1.0
hit:1849_conv:3699,nostalgic,"['nostalgic', ' surprised', ' amused']",nostalgic,1.0
hit:2775_conv:5550,impressed,"['proud', 'excited', 'content']",proud,
hit:3439_conv:6878,angry,"['angry', ' worried', ' annoyed']",angry,1.0
hit:3477_conv:6955,hopeful,"['excited', ' joyful', ' grateful']",excited,
hit:6836_conv:13672,anticipating,"['excited', 'hopeful', 'content']",excited,
hit:9258_conv:18516,disgusted,"['disgusted', ' horrified', ' grossed out']",disgusted,1.0
hit:1849_conv:3699,nostalgic,"['nostalgic', ' surprised', ' doubtful']",nostalgic,1.0
hit:2080_conv:4161,annoyed,"['angry', ' disappointed', ' resigned']",angry,
hit:5463_conv:10926,angry,"['angry', 'annoyed', 'frustrated']",angry,1.0
hit:6633_conv:13267,disappointed,"['disappointed', 'sad', 'understanding']",disappointed,1.0
hit:9643_conv:19287,faithful,"['excited', ' nostalgic', ' joyful']",excited,
hit:1879_conv:3758,hopeful,"['hopeful', 'excited', 'confident']",hopeful,1.0
hit:2206_conv:4413,furious,"['angry', ' betrayed', ' disappointed']",angry,
hit:3_conv:7,joyful,"['proud', 'happy', 'excited']",proud,
hit:672_conv:1345,trusting,"['proud', 'excited', 'hopeful']",proud,
hit:9643_conv:19287,faithful,"['guilty', 'anxious', 'angry']",guilty,
hit:10131_conv:20263,sentimental,"['nostalgic', 'content', 'hopeful']",nostalgic,
hit:11700_conv:23401,embarrassed,"['embarrassed', 'grateful', 'sad']",embarrassed,1.0
hit:3062_conv:6125,prepared,"['anxious', 'hopeful', 'prepared']",anxious,3.0
hit:3296_conv:6592,embarrassed,"['embarrassed', 'sad', 'anxious']",embarrassed,1.0
hit:10131_conv:20263,sentimental,"['proud', 'excited', 'hopeful']",proud,
hit:1996_conv:3993,excited,"['excited', ' hopeful', ' joyful']",excited,1.0
hit:7553_conv:15106,anticipating,"['excited', ' trusting', ' joyful']",excited,
hit:8204_conv:16409,nostalgic,"['nostalgic', ' joyful', ' hopeful']",nostalgic,1.0
hit:8407_conv:16815,angry,"['angry', 'annoyed', 'prepared']",angry,1.0
hit:9586_conv:19173,disappointed,"['disappointed', ' sad', ' confused']",disappointed,1.0
hit:11127_conv:22255,content,"['content', 'relaxed', 'hopeful']",content,1.0
hit:1550_conv:3100,joyful,"['excited', ' hopeful', ' joyful']",excited,3.0
hit:5476_conv:10952,caring,"['excited', 'hopeful', 'content']",excited,
hit:9586_conv:19173,disappointed,"['disappointed', 'sad', 'angry']",disappointed,1.0
hit:11127_conv:22255,content,"['grateful', ' joyful', ' content']",grateful,3.0
hit:11519_conv:23039,disgusted,"['disgusted', ' afraid', ' worried']",disgusted,1.0
hit:11840_conv:23680,sentimental,"['grateful', ' excited', ' proud']",grateful,
hit:1476_conv:2952,joyful,"['happy', ' proud', ' hopeful']",happy,
hit:3562_conv:7125,content,"['content', ' peaceful', ' relaxed']",content,1.0
hit:9645_conv:19290,sad,"['sad', 'sympathetic', 'sorry']",sad,1.0
hit:2200_conv:4401,sad,"['sad', ' devastated', ' angry']",sad,1.0
hit:2572_conv:5144,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:3562_conv:7125,content,"['content', ' relaxed', ' hopeful']",content,1.0
hit:7380_conv:14760,anxious,"['excited', 'hopeful', 'content']",excited,
hit:9709_conv:19419,confident,"['excited', ' proud', ' surprised']",excited,
hit:2200_conv:4401,sad,"['angry', 'sad', 'disgusted']",angry,2.0
hit:4066_conv:8133,excited,"['excited', 'hopeful', 'content']",excited,1.0
hit:4367_conv:8734,sad,"['sad', ' hopeful', ' grateful']",sad,1.0
hit:4427_conv:8854,impressed,"['impressed', 'excited', 'proud']",impressed,1.0
hit:5852_conv:11704,surprised,"['excited', 'surprised', 'grateful']",excited,2.0
hit:11776_conv:23553,anxious,"['anxious', ' disgusted', ' prepared']",anxious,1.0
hit:11974_conv:23948,hopeful,"['hopeful', ' anxious', ' sad']",hopeful,1.0
hit:5189_conv:10379,impressed,"['impressed', ' surprised', ' grateful']",impressed,1.0
hit:5852_conv:11704,surprised,"['excited', ' hopeful', ' anticipating']",excited,
hit:9623_conv:19246,confident,"['excited', 'hopeful', 'happy']",excited,
hit:12234_conv:24469,ashamed,"['ashamed', ' surprised', ' angry']",ashamed,1.0
hit:2394_conv:4788,guilty,"['disappointed', ' ashamed', ' relieved']",disappointed,
hit:7708_conv:15417,proud,"['proud', 'excited', 'grateful']",proud,1.0
hit:9211_conv:18423,furious,"['angry', 'disgusted', 'guilty']",angry,
hit:10858_conv:21717,content,"['excited', ' anxious', ' hopeful']",excited,
hit:2638_conv:5277,anticipating,"['proud', 'excited', 'hopeful']",proud,
hit:4419_conv:8838,angry,"['angry', ' annoyed', ' hopeful']",angry,1.0
hit:5315_conv:10631,joyful,"['excited', 'scared', 'hopeful']",excited,
hit:9211_conv:18423,furious,"['sad', ' hopeful', ' caring']",sad,
hit:1207_conv:2415,joyful,"['happy', 'excited', 'content']",happy,
hit:2408_conv:4817,angry,"['sad', 'annoyed', 'anxious']",sad,
hit:4770_conv:9541,furious,"['angry', 'frustrated', 'disappointed']",angry,
hit:6116_conv:12233,sad,"['sad', ' nostalgic', ' hopeful']",sad,1.0
hit:8644_conv:17289,furious,"['angry', 'annoyed', 'furious']",angry,3.0
hit:1189_conv:2379,terrified,"['afraid', ' sad', ' anxious']",afraid,
hit:1207_conv:2415,joyful,"['grateful', 'relieved', 'content']",grateful,
hit:1886_conv:3772,prepared,"['grateful', ' relieved', ' hopeful']",grateful,
hit:2117_conv:4235,sentimental,"['sad', ' empathetic', ' sympathetic']",sad,
hit:6958_conv:13917,sad,"['sad', ' nostalgic', ' caring']",sad,1.0
hit:11892_conv:23785,terrified,"['relieved', ' surprised', ' grateful']",relieved,
hit:1189_conv:2379,terrified,"['afraid', 'grateful', 'relieved']",afraid,
hit:173_conv:347,jealous,"['happy', 'sad', 'grateful']",happy,
hit:3369_conv:6739,angry,"['angry', 'frustrated', 'surprised']",angry,1.0
hit:8067_conv:16134,trusting,"['confident', 'annoyed', 'grateful']",confident,
hit:8410_conv:16821,proud,"['proud', ' excited', ' impressed']",proud,1.0
hit:10008_conv:20016,anxious,"['anxious', 'sad', 'annoyed']",anxious,1.0
hit:10788_conv:21576,terrified,"['sad', ' grateful', ' hopeful']",sad,
hit:3369_conv:6739,angry,"['angry', ' afraid', ' hopeful']",angry,1.0
hit:5667_conv:11334,joyful,"['excited', ' grateful', ' hopeful']",excited,
hit:6823_conv:13646,hopeful,"['excited', 'hopeful', 'content']",excited,2.0
hit:5826_conv:11652,afraid,"['afraid', 'surprised', 'relieved']",afraid,1.0
hit:5917_conv:11834,caring,"['happy', 'excited', 'grateful']",happy,
hit:6823_conv:13646,hopeful,"['excited', ' hopeful', ' proud']",excited,2.0
hit:8096_conv:16193,trusting,"['angry', ' confident', ' disgusted']",angry,
hit:8745_conv:17491,surprised,"['surprised', 'excited', 'grateful']",surprised,1.0
hit:10919_conv:21839,trusting,"['anxious', ' hopeful', ' afraid']",anxious,
hit:12213_conv:24427,sad,"['sad', ' anxious', ' hopeful']",sad,1.0
hit:2778_conv:5557,angry,"['sad', ' disappointed', ' frustrated']",sad,
hit:3318_conv:6636,grateful,"['excited', ' hopeful', ' anticipating']",excited,
hit:5917_conv:11834,caring,"['grateful', 'excited', 'content']",grateful,
hit:12176_conv:24353,ashamed,"['embarrassed', ' sad', ' grateful']",embarrassed,
hit:4721_conv:9443,embarrassed,"['embarrassed', ' ashamed', ' relieved']",embarrassed,1.0
hit:6605_conv:13210,surprised,"['surprised', 'excited', 'hopeful']",surprised,1.0
hit:8600_conv:17201,afraid,"['anxious', ' hopeful', ' relieved']",anxious,
hit:10534_conv:21069,apprehensive,"['nervous', ' hopeful', ' anxious']",nervous,
hit:10679_conv:21359,prepared,"['anxious', 'sad', 'grateful']",anxious,
hit:12176_conv:24353,ashamed,"['hopeful', ' determined', ' embarrassed']",hopeful,
hit:4624_conv:9248,caring,"['caring', 'sad', 'grateful']",caring,1.0
hit:8747_conv:17494,angry,"['annoyed', ' disappointed', ' hopeful']",annoyed,
hit:12377_conv:24755,anxious,"['anxious', ' afraid', ' relieved']",anxious,1.0
hit:4034_conv:8068,sad,"['sad', ' devastated', ' caring']",sad,1.0
hit:4624_conv:9248,caring,"['grateful', ' proud', ' content']",grateful,
hit:6378_conv:12756,terrified,"['anxious', ' hopeful', ' afraid']",anxious,
hit:8117_conv:16235,sad,"['angry', 'sad', 'disgusted']",angry,2.0
hit:11247_conv:22495,devastated,"['sad', 'anxious', 'worried']",sad,
hit:12377_conv:24755,anxious,"['surprised', ' terrified', ' anxious']",surprised,3.0
hit:1939_conv:3879,guilty,"['guilty', 'sad', 'concerned']",guilty,1.0
hit:4504_conv:9008,prepared,"['excited', 'hopeful', 'sad']",excited,
hit:5059_conv:10119,embarrassed,"['surprised', 'embarrassed', 'annoyed']",surprised,2.0
hit:10186_conv:20373,trusting,"['proud', ' content', ' grateful']",proud,
hit:4511_conv:9023,lonely,"['lonely', ' embarrassed', ' hopeful']",lonely,1.0
hit:5059_conv:10119,embarrassed,"['embarrassed', ' amused', ' grateful']",embarrassed,1.0
hit:6513_conv:13027,faithful,"['proud', ' anxious', ' guilty']",proud,
hit:10186_conv:20373,trusting,"['lonely', ' hopeful', ' caring']",lonely,
hit:3300_conv:6600,trusting,"['grateful', ' proud', ' content']",grateful,
hit:4988_conv:9976,anticipating,"['excited', 'hopeful', 'content']",excited,
hit:7460_conv:14921,faithful,"['content', ' hopeful', ' grateful']",content,
hit:8145_conv:16290,anxious,"['anxious', 'prepared', 'nervous']",anxious,1.0
hit:11435_conv:22870,nostalgic,"['nostalgic', ' excited', ' embarrassed']",nostalgic,1.0
hit:3228_conv:6456,proud,"['proud', ' grateful', ' hopeful']",proud,1.0
hit:6392_conv:12785,sad,"['sad', ' disappointed', ' content']",sad,1.0
hit:8145_conv:16290,anxious,"['hopeful', 'confident', 'encouraging']",hopeful,
hit:8157_conv:16315,furious,"['anxious', 'surprised', 'sad']",anxious,
hit:1673_conv:3346,terrified,"['afraid', 'anxious', 'understanding']",afraid,
hit:1856_conv:3712,surprised,"['proud', ' impressed', ' grateful']",proud,
hit:3014_conv:6029,sad,"['sad', ' disappointed', ' betrayed']",sad,1.0
hit:3228_conv:6456,proud,"['proud', ' excited', ' hopeful']",proud,1.0
hit:6776_conv:13552,anxious,"['anxious', 'hopeful', 'confident']",anxious,1.0
hit:11696_conv:23393,caring,"['happy', 'content', 'grateful']",happy,
hit:1624_conv:3248,trusting,"['surprised', 'grateful', 'trusting']",surprised,3.0
hit:5878_conv:11757,disappointed,"['annoyed', 'sad', 'disappointed']",annoyed,3.0
hit:6776_conv:13552,anxious,"['happy', 'relieved', 'excited']",happy,
hit:10553_conv:21106,anxious,"['anxious', 'nervous', 'relieved']",anxious,1.0
hit:4290_conv:8581,lonely,"['lonely', ' hopeful', ' grateful']",lonely,1.0
hit:4711_conv:9423,disappointed,"['disappointed', 'sad', 'hopeful']",disappointed,1.0
hit:8508_conv:17016,anticipating,"['excited', 'anticipating', 'hopeful']",excited,2.0
hit:1340_conv:2681,caring,"['hopeful', ' disappointed', ' angry']",hopeful,
hit:2197_conv:4394,sad,"['sad', 'devastated', 'guilty']",sad,1.0
hit:4042_conv:8084,excited,"['excited', ' anxious', ' hopeful']",excited,1.0
hit:4530_conv:9060,angry,"['angry', ' competitive', ' proud']",angry,1.0
hit:9679_conv:19359,confident,"['excited', 'hopeful', 'content']",excited,
hit:26_conv:52,afraid,"['afraid', 'nostalgic', 'sentimental']",afraid,1.0
hit:355_conv:710,joyful,"['joyful', ' hopeful', ' content']",joyful,1.0
hit:4042_conv:8084,excited,"['excited', 'hopeful', 'grateful']",excited,1.0
hit:5131_conv:10263,afraid,"['afraid', 'surprised', 'annoyed']",afraid,1.0
hit:9674_conv:19349,caring,"['grateful', 'sad', 'proud']",grateful,
